SAP Linkage No,YHQ Sales Order No,YHQ Sales Order Item No,Item Entry Date,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","YHQ
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1008416155000010,2009327175,000010,2023/10/07,Y101,F9920LV,60,,L2Q00,4511404302,4511404302,C2Q00004,IN,2024/06/04,,,1022,F9920LV,YMG,5826,2009327190,000010,,2024/05/27,,,
1008416156000010,2009327177,000010,2023/10/07,Y101,F9920LV,60,,L2Q00,4511404303,4511404303,C2Q00004,IN,2024/06/14,,,1022,F9920LV,YMG,5826,2009327196,000010,,2024/06/06,,,
1008416157000010,2009328024,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405240,4511405240,C2Q00004,IN,2023/12/22,,,1022,F9920LV,YMG,5826,2009328066,000010,2023/11/08,2023/12/14,2023/12/04,,Available
1008416158000010,2009328032,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405241,4511405241,C2Q00004,IN,2023/12/15,2023/11/17,,1022,F9920LV,YMG,5826,2009328070,000010,2023/11/07,2023/12/07,2023/11/13,2023/11/14,Ship Out
1008416159000010,2009328027,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405242,4511405242,C2Q00004,IN,2023/12/08,2023/11/17,,1022,F9920LV,YMG,5826,2009328064,000010,2023/10/30,2023/11/14,2023/11/13,2023/11/13,Ship Out
1008416160000010,2009328034,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405243,4511405243,C2Q00004,IN,2023/12/01,2023/11/15,,1022,F9920LV,YMG,5826,2009328073,000010,2023/10/25,2023/11/21,2023/11/07,2023/11/08,Ship Out
1008416161000010,2009328029,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405244,4511405244,C2Q00004,IN,2023/11/24,2023/11/15,,1022,F9920LV,YMG,5826,2009328069,000010,2023/10/17,2023/11/15,2023/11/07,2023/11/08,Ship Out
1008416162000010,2009328025,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405245,4511405245,C2Q00004,IN,2023/11/17,2023/11/08,,1022,F9920LV,YMG,5826,2009328063,000010,2023/10/17,2023/11/09,2023/11/01,2023/11/01,Ship Out
1008416163000010,2009328030,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405246,4511405246,C2Q00004,IN,2023/11/16,2023/11/08,,1022,F9920LV,YMG,5826,2009328068,000010,2023/10/17,2023/11/08,2023/11/01,2023/11/01,Ship Out
1008416164000010,2009328026,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405247,4511405247,C2Q00004,IN,2023/11/16,2023/11/08,,1022,F9920LV,YMG,5826,2009328065,000010,2023/10/17,2023/11/08,2023/11/01,2023/11/01,Ship Out
1008416165000010,2009328028,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405248,4511405248,C2Q00004,IN,2023/11/16,2023/11/08,,1022,F9920LV,YMG,5826,2009328067,000010,2023/10/17,2023/11/08,2023/11/01,2023/11/01,Ship Out
1008416166000010,2009328033,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405249,4511405249,C2Q00004,IN,2023/11/16,2023/11/08,,1022,F9920LV,YMG,5826,2009328072,000010,2023/10/17,2023/11/08,2023/11/01,2023/11/01,Ship Out
1008416167000010,2009328031,000010,2023/10/09,Y101,F9920LV,60,,L2Q00,4511405250,4511405250,C2Q00004,IN,2024/01/05,,,1022,F9920LV,YMG,5826,2009328071,000010,2023/11/08,2023/12/22,,,
1008416168000010,2009330129,000010,2023/10/10,Y101,F9920LV,60,,L2Q00,4511407685,4511407685,C2Q00004,IN,2023/12/29,,,1022,F9920LV,YMG,5826,2009330210,000010,2023/11/08,2023/12/21,2023/12/04,,Available
1008417916000050,2009330136,000050,2023/10/10,Y101,F9920VT,90,,L2Q00,4511407686,KD-60,C2Q00004,IN,2023/11/16,2023/11/08,,1022,F9920VT,YMG,5826,2009330214,000040,2023/10/17,2023/11/08,2023/10/31,2023/10/31,Ship Out
1008423883000020,2009333571,000020,2023/10/11,Y101,F9350ER,180,,L2Q00,4511411894,4511411894,C2Q00004,IN,2023/11/27,2023/11/22,,1022,F9350ER,YMG,5826,2009333618,000010,2023/10/12,2023/12/04,2023/11/15,2023/11/16,Ship Out
1008423883000030,2009333571,000030,2023/10/11,Y101,F9350KZ,180,,L2Q00,4511411894,4511411894,C2Q00004,IN,2023/11/14,2023/11/08,,1022,F9350KZ,YMG,5826,2009333618,000020,2023/10/12,2023/11/16,2023/10/30,2023/10/30,Ship Out
1008423883000040,2009333571,000040,2023/10/11,Y101,F9913RV,320,,L2Q00,4511411894,4511411894,C2Q00004,IN,2023/11/14,2023/11/08,,1022,F9913RV,YMG,5826,2009333617,000020,2023/10/12,2023/11/09,2023/10/30,2023/10/31,Ship Out
1008423883000050,2009333571,000050,2023/10/11,Y101,F9913RV,320,,L2Q00,4511411894,4511411894,C2Q00004,IN,2023/11/24,2023/11/15,,1022,F9913RV,YMG,5826,2009333617,000030,2023/10/12,2023/11/15,2023/11/06,2023/11/08,Ship Out
1008429544000010,2009339654,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420095,4511420095,C2Q00004,IN,2023/11/22,2023/11/15,,1022,F9920LV,YMG,5826,2009339681,000010,2023/10/17,2023/11/14,2023/11/07,2023/11/07,Ship Out
1008429641000010,2009339689,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420182,4511420182,C2Q00004,IN,2023/11/22,2023/11/15,,1022,F9920LV,YMG,5826,2009339615,000010,2023/10/17,2023/11/14,2023/11/06,2023/11/07,Ship Out
1008429642000010,2009339655,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420096,4511420096,C2Q00004,IN,2023/11/22,2023/11/15,,1022,F9920LV,YMG,5826,2009339682,000010,2023/10/17,2023/11/14,2023/11/07,2023/11/07,Ship Out
1008429643000010,2009339695,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420183,4511420183,C2Q00004,IN,2023/11/22,2023/11/15,,1022,F9920LV,YMG,5826,2009339720,000010,2023/10/17,2023/11/14,2023/11/06,2023/11/07,Ship Out
1008429644000010,2009339697,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420184,4511420184,C2Q00004,IN,2023/11/27,2023/11/15,,1022,F9920LV,YMG,5826,2009339724,000010,2023/10/17,2023/11/16,2023/11/07,2023/11/09,Ship Out
1008429645000010,2009339698,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420185,4511420185,C2Q00004,IN,2023/12/04,2023/11/15,,1022,F9920LV,YMG,5826,2009339722,000010,2023/10/25,2023/11/22,2023/11/06,2023/11/07,Ship Out
1008429646000010,2009339694,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420186,4511420186,C2Q00004,IN,2023/12/11,2023/11/17,,1022,F9920LV,YMG,5826,2009339721,000010,2023/11/01,2023/11/14,2023/11/13,2023/11/13,Ship Out
1008429647000010,2009339691,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420187,4511420187,C2Q00004,IN,2023/12/18,2023/11/17,,1022,F9920LV,YMG,5826,2009339618,000010,2023/11/07,2023/12/08,2023/11/13,2023/11/14,Ship Out
1008429648000010,2009339690,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420188,4511420188,C2Q00004,IN,2023/12/25,,,1022,F9920LV,YMG,5826,2009339616,000010,2023/11/08,2023/12/15,2023/12/04,,Available
1008429649000010,2009339692,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420189,4511420189,C2Q00004,IN,2023/12/29,,,1022,F9920LV,YMG,5826,2009339617,000010,2023/11/08,2023/12/21,,,
1008429650000010,2009339696,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420190,4511420190,C2Q00004,IN,2024/01/05,,,1022,F9920LV,YMG,5826,2009339723,000010,2023/11/08,2023/12/22,,,
1008429691000010,2009339699,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420191,4511420191,C2Q00004,IN,2024/01/15,,,1022,F9920LV,YMG,5826,2009339725,000010,2023/11/08,2023/12/29,,,
1008429692000010,2009339693,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420192,4511420192,C2Q00004,IN,2024/01/22,,,1022,F9920LV,YMG,5826,2009339619,000010,2023/12/04,2024/01/12,,,
1008429693000010,2009339702,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420193,4511420193,C2Q00004,IN,2024/01/29,,,1022,F9920LV,YMG,5826,2009339730,000010,,2024/01/19,,,
1008429694000010,2009339703,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420194,4511420194,C2Q00004,IN,2024/02/05,,,1022,F9920LV,YMG,5826,2009339728,000010,,2024/01/26,,,
1008429695000010,2009339708,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420195,4511420195,C2Q00004,IN,2024/02/09,,,1022,F9920LV,YMG,5826,2009339737,000010,,2024/02/01,,,
1008429696000010,2009339701,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420196,4511420196,C2Q00004,IN,2024/02/19,,,1022,F9920LV,YMG,5826,2009339727,000010,,2024/02/08,,,
1008429697000010,2009339704,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420197,4511420197,C2Q00004,IN,2024/02/26,,,1022,F9920LV,YMG,5826,2009339729,000010,,2024/02/15,,,
1008429698000010,2009339707,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420198,4511420198,C2Q00004,IN,2024/03/04,,,1022,F9920LV,YMG,5826,2009339731,000010,,2024/02/22,,,
1008429699000010,2009339706,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420199,4511420199,C2Q00004,IN,2024/03/11,,,1022,F9920LV,YMG,5826,2009339733,000010,,2024/03/01,,,
1008429700000010,2009339705,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420200,4511420200,C2Q00004,IN,2024/03/15,,,1022,F9920LV,YMG,5826,2009339732,000010,,2024/03/07,,,
1008429721000010,2009339700,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420201,4511420201,C2Q00004,IN,2024/03/22,,,1022,F9920LV,YMG,5826,2009339726,000010,,2024/03/13,,,
1008429722000010,2009339711,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420202,4511420202,C2Q00004,IN,2024/04/05,,,1022,F9920LV,YMG,5826,2009339735,000010,,2024/03/26,,,
1008429723000010,2009339709,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420203,4511420203,C2Q00004,IN,2024/04/05,,,1022,F9920LV,YMG,5826,2009339736,000010,,2024/03/26,,,
1008429724000010,2009339710,000010,2023/10/14,Y101,F9920LV,60,,L2Q00,4511420204,4511420204,C2Q00004,IN,2024/04/12,,,1022,F9920LV,YMG,5826,2009339734,000010,,2024/04/04,,,
1008435321000020,2009346995,000020,2023/10/18,Y101,D0114RZ,600,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/20,2023/11/17,,1022,D0114RZ,YMG,5826,2009347070,000010,2023/10/18,2023/11/27,2023/11/09,2023/11/10,Ship Out
1008435321000030,2009346995,000030,2023/10/18,Y101,D0117XL-A,200,,L2Q00,4511428758,KD-56,C2Q00004,IN,2024/01/31,,,1022,D0117XL-A,YMG,5826,2009347073,000010,2023/10/18,2024/01/23,,,
1008435321000070,2009346995,000070,2023/10/18,Y101,F9275ZZ,200,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/13,2023/11/08,,1022,F9275ZZ,YMG,5826,2009347073,000050,2023/10/18,2023/11/20,2023/11/01,2023/11/02,Ship Out
1008435321000090,2009346995,000090,2023/10/18,Y101,F9300TE,400,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/15,2023/11/13,,1022,F9300TE,YMG,5826,2009347075,000020,2023/10/18,2023/11/22,2023/11/02,2023/11/06,Ship Out
1008435321000100,2009346995,000100,2023/10/18,Y101,F9340SB,400,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/20,2023/11/15,,1022,F9340SB,YMG,5826,2009347075,000030,2023/10/18,2023/11/27,2023/11/09,2023/11/09,Ship Out
1008435321000120,2009346995,000120,2023/10/18,Y101,F9341JA,3000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/12/18,,,1022,F9341JA,YMG,5826,2009347073,000070,2023/10/18,2023/12/20,2023/12/04,,Available
1008435321000130,2009346995,000130,2023/10/18,Y101,F9341JD,2000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/15,2023/11/13,,1022,F9341JD,YMG,5826,2009347072,000010,2023/10/18,2023/11/22,2023/11/02,2023/11/06,Ship Out
1008435321000170,2009346995,000170,2023/10/18,Y101,F9342NJ,1000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/27,2023/11/17,,1022,F9342NJ,YMG,5826,2009347070,000030,2023/10/25,2023/11/16,2023/11/14,2023/11/14,Ship Out
1008435321000180,2009346995,000180,2023/10/18,Y101,F9900AA,1000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2024/01/09,,,1022,F9900AA,YMG,5826,2009347073,000100,2023/10/18,2023/12/25,,,
1008435321000190,2009346995,000190,2023/10/18,Y101,F9900AC,200,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/13,2023/11/08,,1022,F9900AC,YMG,5826,2009347070,000040,2023/10/19,2023/11/16,2023/11/01,2023/11/02,Ship Out
1008435321000200,2009346995,000200,2023/10/18,Y101,F9900BC,1200,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/15,2023/11/08,,1022,F9900BC,YMG,5826,2009347075,000050,2023/10/18,2023/11/22,2023/11/02,2023/11/02,Ship Out
1008435321000210,2009346995,000210,2023/10/18,Y101,F9900GC,1000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/15,2023/11/08,,1022,F9900GC,YMG,5826,2009347073,000110,2023/10/18,2023/11/22,2023/11/02,2023/11/02,Ship Out
1008435321000250,2009346995,000250,2023/10/18,Y101,F9900RE,1000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/29,2023/11/22,,1022,F9900RE,YMG,5826,2009347073,000140,2023/10/18,2023/12/07,2023/11/17,2023/11/17,Ship Out
1008435321000280,2009346995,000280,2023/10/18,Y101,F9900RS,1000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/29,2023/11/22,,1022,F9900RS,YMG,5826,2009347075,000070,2023/10/18,2023/12/07,2023/11/17,2023/11/17,Ship Out
1008435321000290,2009346995,000290,2023/10/18,Y101,F9900SF,210,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/20,2023/11/15,,1022,F9900SF,YMG,5826,2009347075,000080,2023/10/18,2023/11/27,2023/11/08,2023/11/09,Ship Out
1008435321000300,2009346995,000300,2023/10/18,Y101,F9900SK,2400,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/13,2023/11/08,,1022,F9900SK,YMG,5826,2009347073,000170,2023/10/18,2023/11/22,2023/11/01,2023/11/01,Ship Out
1008435321000320,2009346995,000320,2023/10/18,Y101,F9910LS,560,,L2Q00,4511428758,KD-56,C2Q00004,IN,2024/04/25,,,1022,F9910LS,YMG,5826,2009347075,000090,2023/10/18,2024/04/17,,,
1008435321000330,2009346995,000330,2023/10/18,Y101,F9920BN,180,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/12/05,,,1022,F9920BN,YMG,5826,2009347070,000050,2023/10/30,2023/11/27,2023/12/01,2023/12/01,Ship Out
1008435321000340,2009346995,000340,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/12/05,2023/12/04,,1022,F9920BQ,YMG,5826,2009347070,000060,2023/10/24,2023/11/27,2023/11/22,2023/11/22,Ship Out
1008435321000350,2009346995,000350,2023/10/18,Y101,F9920LV,60,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/17,2023/11/15,,1022,F9920LV,YMG,5826,2009347070,000070,2023/10/25,2023/11/16,2023/11/07,2023/11/08,Ship Out
1008435321000360,2009346995,000360,2023/10/18,Y101,F9920TP,90,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/17,2023/11/08,,1022,F9920TP,YMG,5826,2009347070,000080,2023/10/19,2023/11/09,2023/11/02,2023/11/02,Ship Out
1008435321000370,2009346995,000370,2023/10/18,Y101,F9940WF,1000,,L2Q00,4511428758,KD-56,C2Q00004,IN,2023/11/21,2023/11/17,,1022,F9940WF,YMG,5826,2009347075,000100,2023/10/18,2023/11/30,2023/11/10,2023/11/13,Ship Out
1008435324000020,2009346996,000020,2023/10/18,Y101,D0114RZ,600,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/17,2023/11/15,,1022,D0114RZ,YMG,5826,2009347071,000010,2023/10/18,2023/11/27,2023/11/07,2023/11/08,Ship Out
1008435324000030,2009346996,000030,2023/10/18,Y101,D0117XL-A,200,,L2Q00,4511428759,KD-56,C2Q00004,IN,2024/01/31,,,1022,D0117XL-A,YMG,5826,2009347074,000010,2023/10/18,2024/01/23,,,
1008435324000070,2009346996,000070,2023/10/18,Y101,F9300TE,400,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/15,2023/11/15,,1022,F9300TE,YMG,5826,2009347122,000020,2023/10/18,2023/11/22,2023/11/02,2023/11/07,Ship Out
1008435324000080,2009346996,000080,2023/10/18,Y101,F9340SB,400,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/20,2023/11/17,,1022,F9340SB,YMG,5826,2009347122,000030,2023/10/18,2023/11/27,2023/11/09,2023/11/10,Ship Out
1008435324000100,2009346996,000100,2023/10/18,Y101,F9341JD,2000,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/17,2023/11/15,,1022,F9341JD,YMG,5826,2009347121,000010,2023/10/18,2023/11/22,2023/11/02,2023/11/08,Ship Out
1008435324000130,2009346996,000130,2023/10/18,Y101,F9342NJ,1000,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/27,2023/11/17,,1022,F9342NJ,YMG,5826,2009347071,000030,2023/10/25,2023/11/16,2023/11/13,2023/11/13,Ship Out
1008435324000140,2009346996,000140,2023/10/18,Y101,F9900AC,200,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/15,2023/11/08,,1022,F9900AC,YMG,5826,2009347071,000040,2023/10/19,2023/11/16,2023/11/01,2023/11/02,Ship Out
1008435324000150,2009346996,000150,2023/10/18,Y101,F9900BC,1200,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/15,2023/11/15,,1022,F9900BC,YMG,5826,2009347122,000050,2023/10/18,2023/11/22,2023/11/02,2023/11/07,Ship Out
1008435324000160,2009346996,000160,2023/10/18,Y101,F9900GC,1000,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/15,2023/11/13,,1022,F9900GC,YMG,5826,2009347074,000060,2023/10/18,2023/11/22,2023/11/02,2023/11/06,Ship Out
1008435324000190,2009346996,000190,2023/10/18,Y101,F9900RE,1000,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/29,2023/11/22,,1022,F9900RE,YMG,5826,2009347074,000080,2023/10/18,2023/12/07,2023/11/17,2023/11/17,Ship Out
1008435324000220,2009346996,000220,2023/10/18,Y101,F9900RS,1000,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/29,2023/11/22,,1022,F9900RS,YMG,5826,2009347122,000070,2023/10/18,2023/12/07,2023/11/17,2023/11/17,Ship Out
1008435324000230,2009346996,000230,2023/10/18,Y101,F9900SF,210,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/20,2023/11/15,,1022,F9900SF,YMG,5826,2009347122,000080,2023/10/18,2023/11/27,2023/11/08,2023/11/09,Ship Out
1008435324000250,2009346996,000250,2023/10/18,Y101,F9910LS,560,,L2Q00,4511428759,KD-56,C2Q00004,IN,2024/04/25,,,1022,F9910LS,YMG,5826,2009347122,000090,2023/10/18,2024/04/17,,,
1008435324000260,2009346996,000260,2023/10/18,Y101,F9920BN,180,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/12/05,,,1022,F9920BN,YMG,5826,2009347071,000050,2023/10/30,2023/11/27,2023/12/01,2023/12/01,Ship Out
1008435324000270,2009346996,000270,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/12/05,2023/12/04,,1022,F9920BQ,YMG,5826,2009347071,000060,2023/10/24,2023/11/27,2023/11/22,2023/11/22,Ship Out
1008435324000280,2009346996,000280,2023/10/18,Y101,F9920LV,60,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/16,2023/11/15,,1022,F9920LV,YMG,5826,2009347071,000070,2023/10/25,2023/11/16,2023/11/06,2023/11/07,Ship Out
1008435324000290,2009346996,000290,2023/10/18,Y101,F9920TP,90,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/17,2023/11/08,,1022,F9920TP,YMG,5826,2009347071,000080,2023/10/19,2023/11/09,2023/11/02,2023/11/02,Ship Out
1008435324000300,2009346996,000300,2023/10/18,Y101,F9940WF,1000,,L2Q00,4511428759,KD-56,C2Q00004,IN,2023/11/21,2023/11/17,,1022,F9940WF,YMG,5826,2009347122,000100,2023/10/18,2023/11/30,2023/11/10,2023/11/13,Ship Out
1008437143000010,2009347508,000010,2023/10/18,Y101,D0114RZ,600,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/17,,1022,D0114RZ,YMG,5826,2009347563,000010,2023/10/18,2023/11/27,2023/11/09,2023/11/10,Ship Out
1008437143000020,2009347508,000020,2023/10/18,Y101,D0117XL-A,200,,L2Q00,4511429869,4511429869,C2Q00004,IN,2024/01/31,,,1022,D0117XL-A,YMG,5826,2009347587,000010,2023/10/18,2024/01/23,,,
1008437143000060,2009347508,000060,2023/10/18,Y101,F9300TE,400,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/13,,1022,F9300TE,YMG,5826,2009347588,000010,2023/10/18,2023/11/22,2023/11/02,2023/11/06,Ship Out
1008437143000070,2009347508,000070,2023/10/18,Y101,F9340SB,400,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/15,,1022,F9340SB,YMG,5826,2009347588,000020,2023/10/19,2023/11/27,2023/11/09,2023/11/09,Ship Out
1008437143000090,2009347508,000090,2023/10/18,Y101,F9900AC,200,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/13,,1022,F9900AC,YMG,5826,2009347563,000020,2023/10/19,2023/11/16,2023/11/01,2023/11/02,Ship Out
1008437143000100,2009347508,000100,2023/10/18,Y101,F9900GC,1000,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/13,,1022,F9900GC,YMG,5826,2009347587,000050,2023/10/19,2023/11/22,2023/11/02,2023/11/06,Ship Out
1008437143000120,2009347508,000120,2023/10/18,Y101,F9900RE,1000,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/29,2023/11/22,,1022,F9900RE,YMG,5826,2009347587,000070,2023/10/19,2023/12/07,2023/11/17,2023/11/17,Ship Out
1008437143000150,2009347508,000150,2023/10/18,Y101,F9900RS,1000,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/29,2023/11/22,,1022,F9900RS,YMG,5826,2009347588,000040,2023/10/19,2023/12/07,2023/11/17,2023/11/17,Ship Out
1008437143000160,2009347508,000160,2023/10/18,Y101,F9900SF,210,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/15,,1022,F9900SF,YMG,5826,2009347588,000050,2023/10/19,2023/11/27,2023/11/07,2023/11/08,Ship Out
1008437143000170,2009347508,000170,2023/10/18,Y101,F9900SN,800,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/17,,1022,F9900SN,YMG,5826,2009347587,000100,2023/10/19,2023/12/06,2023/11/10,2023/11/13,Ship Out
1008437143000180,2009347508,000180,2023/10/18,Y101,F9910LS,560,,L2Q00,4511429869,4511429869,C2Q00004,IN,2024/04/25,,,1022,F9910LS,YMG,5826,2009347588,000060,2023/10/19,2024/04/17,,,
1008437143000190,2009347508,000190,2023/10/18,Y101,F9920BN,180,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/12/05,,,1022,F9920BN,YMG,5826,2009347563,000030,2023/10/30,2023/11/27,2023/11/28,2023/11/28,Ship Out
1008437143000200,2009347508,000200,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/12/05,,,1022,F9920BQ,YMG,5826,2009347563,000040,2023/10/24,2023/11/27,2023/11/28,2023/11/28,Ship Out
1008437143000210,2009347508,000210,2023/10/18,Y101,F9920LV,60,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/27,2023/11/15,,1022,F9920LV,YMG,5826,2009347563,000050,2023/10/25,2023/11/16,2023/11/07,2023/11/09,Ship Out
1008437143000220,2009347508,000220,2023/10/18,Y101,F9920TP,90,,L2Q00,4511429869,4511429869,C2Q00004,IN,2023/11/22,2023/11/15,,1022,F9920TP,YMG,5826,2009347563,000060,2023/10/23,2023/11/14,2023/11/09,2023/11/09,Ship Out
1008437190000010,2009347506,000010,2023/10/18,Y101,D0117XL-A,200,,L2Q00,4511430040,4511430040,C2Q00004,IN,2024/01/31,,,1022,D0117XL-A,YMG,5826,2009347580,000010,2023/10/18,2024/01/23,,,
1008437190000020,2009347506,000020,2023/10/18,Y101,F9270BJ,1000,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/13,,1022,F9270BJ,YMG,5826,2009347580,000020,2023/10/19,2023/11/20,2023/11/01,2023/11/02,Ship Out
1008437190000030,2009347506,000030,2023/10/18,Y101,F9273CZ,1000,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/13,,1022,F9273CZ,YMG,5826,2009347580,000030,2023/10/18,2023/11/20,2023/11/01,2023/11/02,Ship Out
1008437190000040,2009347506,000040,2023/10/18,Y101,F9300TE,400,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/13,,1022,F9300TE,YMG,5826,2009347581,000010,2023/10/18,2023/11/22,2023/11/02,2023/11/06,Ship Out
1008437190000050,2009347506,000050,2023/10/18,Y101,F9900AC,200,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/17,,1022,F9900AC,YMG,5826,2009347561,000010,2023/10/24,2023/11/20,2023/11/10,2023/11/13,Ship Out
1008437190000060,2009347506,000060,2023/10/18,Y101,F9900GC,1000,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/13,,1022,F9900GC,YMG,5826,2009347580,000040,2023/10/19,2023/11/22,2023/11/02,2023/11/06,Ship Out
1008437190000070,2009347506,000070,2023/10/18,Y101,F9900GE,1000,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/13,,1022,F9900GE,YMG,5826,2009347580,000050,2023/10/19,2023/11/20,2023/11/01,2023/11/02,Ship Out
1008437190000080,2009347506,000080,2023/10/18,Y101,F9900RJ,1000,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/13,,1022,F9900RJ,YMG,5826,2009347580,000060,2023/10/19,2023/11/20,2023/11/01,2023/11/02,Ship Out
1008437190000090,2009347506,000090,2023/10/18,Y101,F9900SF,210,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/15,,1022,F9900SF,YMG,5826,2009347581,000020,2023/10/19,2023/11/27,2023/11/08,2023/11/09,Ship Out
